objid,u,g,r,i,z,ra,dec
1237652948529840760,22.353758,20.775463,19.04785,18.408777,18.049425,9.76117957,-9.14073858
1237663783127941224,19.748808,18.928497,18.682127,18.476412,18.355141,9.76294686,-0.81977074
1237649921110966482,20.699903,19.722572,18.947977,18.509495,18.251451,9.76850527,15.95626947
1237652947992969327,18.642063,16.746798,15.854807,15.484273,15.173196,9.76951967,-9.67294127
1237663783127941244,17.504169,15.882086,15.161389,14.79583,14.513844,9.78774713,-0.69736231
1237663783127941266,20.521301,18.768782,17.966248,17.519182,17.193563,9.79136756,-0.7984109
1237657190909476987,19.897556,18.772255,17.812353,17.395159,17.069618,9.79620892,-0.20590721
1237652947456163927,19.442327,17.558695,16.617323,16.191954,15.87383,9.80084074,-10.1692716
1237663783664812146,20.13299,18.45479,17.231899,16.706566,16.336748,9.80180763,-0.32814328
1237653650765381842,20.863058,18.706347,17.560202,17.090431,16.73526,9.82206049,14.0293465
1237652629639660004,23.846592,21.104811,19.40122,18.619278,18.160669,9.82673068,-10.26489163
1237652629102789148,22.170536,21.304041,19.314245,18.376442,17.922003,9.82922109,-10.76781922
1237653652912865366,22.166311,20.404469,18.690825,18.111429,17.696138,9.82957281,15.75628451
1237663782591070377,19.224474,18.396902,18.222227,17.989861,17.943876,9.83106518,-1.14853144
1237657192520155362,18.877234,17.618471,17.066065,16.751858,16.556551,9.83132312,1.18045468
1237652949066776633,17.352667,16.379866,15.950082,15.806757,16.207796,9.84534467,-8.82346607
1237663784201683191,21.831743,19.649998,18.927731,18.483292,18.161243,9.85652963,4.79181326E-3
1237663784201683138,19.429565,17.95171,17.072258,16.62488,16.331198,9.85686911,0.16489212
1237652629639725119,19.386786,17.090668,15.941276,15.444582,15.083806,9.86087476,-10.29219271
1237649918963548406,19.890244,19.011375,18.701548,18.364941,18.351992,9.86377269,14.14120177
1237653652375994560,22.358202,19.630173,18.218328,17.628336,17.201548,9.87118365,15.26435683
1237663784201683149,18.621634,16.699633,15.740783,15.28083,14.929937,9.87649325,0.16992936
1237653652375994568,18.55262,17.353178,16.739109,16.294176,16.002375,9.87679099,15.22424437
1237652949066776700,24.328812,20.131481,18.478872,17.873472,17.58259,9.88587929,-8.81278817
1237652630713467199,25.146137,21.198196,19.662617,18.94982,18.689949,9.88936791,-9.37419771
1237663782591135895,19.662134,18.247656,17.472992,17.051891,16.759504,9.89160301,-1.21958607
1237652948529905837,19.551596,17.585552,16.914885,16.471939,16.186563,9.89471711,-9.23643902
1237652948529906279,23.377625,20.693064,18.918741,18.235575,17.787458,9.90279589,-9.17025274
1237649920037290166,21.618145,20.169962,18.570074,17.877747,17.382124,9.91959398,15.03586198
1237657190909542690,22.166967,20.26107,18.460802,17.791197,17.373384,9.92019258,-0.0905594
1237663204918493223,24.512075,20.950077,18.911482,18.167721,17.737755,9.9272978,0.76162659
1237663783128006760,20.628841,19.677397,18.956545,18.57431,18.458412,9.93344466,-0.63073986
1237653652912865434,22.649004,20.502792,18.793415,18.09873,17.71299,9.93900865,15.75194254
1237652949066842252,19.596094,17.407108,16.466368,16.026552,15.654294,9.93945922,-8.85167334
1237652900752392418,19.538918,18.310532,17.786123,17.397518,17.127897,9.9483251,-9.80304074
1237653652912930960,19.226772,17.211803,16.222105,15.756369,15.411004,9.94951355,15.75160364
1237663783664877776,20.002733,18.729712,17.754761,17.296711,16.989012,9.95050035,-0.28278751
1237652948529971347,19.197451,17.368654,16.563295,16.166672,15.882015,9.9544725,-9.24805961
1237649920037355758,23.875462,20.213753,18.549728,17.889133,17.452066,9.96448953,15.00891594
1237653652912930979,19.22543,17.50193,16.537222,16.034622,15.680678,9.96535332,15.76322252
1237663784201748613,20.689428,18.756126,17.876511,17.44034,17.124947,9.97348271,0.08189376
1237657189835800808,19.12958,17.317739,16.354893,15.920675,15.597766,9.97615491,-0.90122177
1237652629102854630,26.814047,20.764172,19.22337,18.588037,18.150496,9.9819584,-10.62669182
1237663716555555122,19.762169,18.857811,18.435169,18.094025,18.047602,9.98755874,0.98487208
1237653653449801961,21.812567,20.143726,18.475182,17.866253,17.504408,9.98993988,16.009695
1237652947993100359,22.989485,20.157227,18.515821,17.938757,17.610277,9.99102999,-9.66832596
1237652946919358555,21.923393,19.157839,17.705812,16.351038,15.570967,9.99172453,-10.5543761
1237663783128006800,19.750439,17.675566,16.655001,16.242258,15.889462,10.0026262,-0.83505219
1237663783128006901,20.34552,19.019075,18.170559,17.509214,17.009472,10.00520997,-0.79280107
1237649918963613973,25.542263,19.904417,18.159063,17.524399,17.100849,10.03483426,14.21220568
1237649920037355775,22.297752,20.142717,18.51273,17.858173,17.396069,10.03522508,14.97191425
1237663784201814122,18.292648,16.850594,16.212515,15.844809,15.693981,10.03533067,0.16976882
1237663716555620618,20.327225,18.821726,18.044992,17.623741,17.471722,10.04163274,1.0060836
1237652949066842300,20.288721,18.356358,17.255142,16.811819,16.454884,10.04778591,-8.81650312
1237663716555620500,20.31064,19.322847,18.866884,18.556324,18.408112,10.04822843,0.91653633
1237652948529971440,20.769794,19.4221,18.75889,18.322592,18.192066,10.04933713,-9.12750046
1237663784201814157,20.081617,18.931374,18.132513,17.770802,17.600075,10.05669196,0.17834342
1237663784201814165,18.654392,17.278526,16.632708,16.257637,16.040821,10.06524388,0.06400866
1237663716018749572,19.979437,19.019573,18.533575,18.202024,18.134445,10.06541392,0.54290734
1237652946382487644,19.868204,17.651115,16.602964,16.139782,15.81501,10.06860208,-10.95982724
1237663204918559332,21.961044,20.193457,18.472115,17.810732,17.485098,10.07177316,0.75570304
1237666340796760255,19.805567,19.07243,18.963177,18.632614,18.713579,10.07922904,1.05410665
1237663716018749589,19.756447,17.770123,16.80183,16.3627,16.04114,10.08317725,0.54878737
1237652946919359061,21.733271,20.760773,19.04685,18.295954,17.853731,10.09211824,-10.57384756
1237663716018749599,19.927715,19.256124,18.444077,18.077724,17.706923,10.09223736,0.53836938
1237663783664943345,20.128716,18.654381,17.738596,17.269739,16.942856,10.09606047,-0.34836835
1237663716555620561,19.95236,18.678864,18.02564,17.632616,17.383371,10.09764074,0.85645012
1237649919500550327,21.936537,19.991657,18.248041,17.633032,17.194418,10.10119547,14.73129725
1237663784201814225,20.522387,19.42827,18.734808,18.262039,18.099445,10.10996292,0.0545059
1237652900752457844,19.832973,17.796448,16.738607,16.227585,15.8094,10.11800137,-9.89799672
1237652630713532987,25.800648,20.974222,19.123955,18.345177,17.893026,10.12313755,-9.50700956
1237652948530036907,18.905981,17.233231,16.41115,15.997105,15.644732,10.13189441,-9.2222183
1237663783664943219,21.809952,18.757315,17.293102,16.761446,16.421991,10.13808558,-0.23288208
1237652946919424104,19.79813,19.011141,18.909885,18.652143,18.558382,10.14277885,-10.47637068
1237663783664943446,22.320278,20.258753,18.60252,17.98259,17.611458,10.16773188,-0.36781892
1237663716018815105,20.669735,19.589193,18.689484,18.234182,17.960312,10.16949947,0.47655607
1237649920574292096,20.444681,18.632425,17.617702,17.216057,16.934845,10.17448666,15.39354226
1237663783665008977,22.466242,21.06938,19.287161,18.396475,17.939671,10.17938811,-0.22720228
1237663782591266936,19.937971,19.071716,18.72748,18.433542,18.257656,10.1858404,-1.0850043
1237653653449867450,20.842611,19.044071,17.750156,17.237381,16.831903,10.18786404,16.05198239
1237653651839254765,23.576128,20.61709,18.804541,18.085903,17.670063,10.18971741,14.85112912
1237653653449867373,20.627974,18.720921,17.698133,17.271938,16.870705,10.18999264,16.0697798
1237653653449867382,20.941242,18.754654,17.41465,16.890551,16.513952,10.19584662,16.03744185
1237657191446544529,19.98815,19.15943,18.662119,18.314169,18.1961,10.2010965,0.28169107
1237663204918624925,22.490414,21.078915,19.319668,18.527424,17.942741,10.20137138,0.64526449
1237663784201879699,19.739616,18.836666,18.275261,17.935169,17.679428,10.20895704,0.13991915
1237663783128137863,24.173033,19.753235,18.058075,17.424232,16.93697,10.21437657,-0.74880709
